,Date,Open(USD),High(USD),Low(USD),Close(USD),Volume,Market Cap(USD),Close Percent Change
1169,2018-10-20,203.29147631,206.07858445,200.98315052,204.90286844,737757.84563696,151168698.78450412,0.008181326380997556
1168,2018-10-19,202.41543151,204.47085326,200.84733799,203.24009489,806314.90863176,163875518.54435456,0.003891522371138212
1167,2018-10-18,205.42019438,207.06659424,200.61090159,202.45224744,969556.69341643,196288931.602274,-0.014512310908942228
1166,2018-10-17,208.29030124,208.94046795,203.90464516,205.43356318,801729.15106487,164702076.21093997,-0.013997973309738955
1165,2018-10-16,209.05309294,212.87636029,206.36736688,208.3500415,901000.80131454,187723554.343458,-0.006012274796675654
1164,2018-10-15,193.31010747,223.20336567,191.50728812,209.61027608,2235711.85834624,468628179.8555977,0.08221548846120408
1163,2018-10-14,198.09278287,200.78796696,191.95641086,193.68626518,809900.66283526,156866634.54992533,-0.025365152927281483
1162,2018-10-13,195.64868983,202.53932275,195.41434386,198.72700608,725449.83954677,144166474.67419186,0.013890218581553706
1161,2018-10-12,190.37546262,199.48838704,189.7374534,196.00446127,1084346.8384276,212536817.89822385,0.027215487309881548
1160,2018-10-11,224.15093424,224.20406184,189.15676194,190.81143508,1997961.79924408,381233958.1490581,-0.15119589448642526
1159,2018-10-10,226.74745657,229.14664308,222.75461724,224.80032064,821753.95166675,184730551.82566896,-0.01041671944363265
1158,2018-10-09,228.10752149,229.45294593,225.66455839,227.16665192,754700.99383358,171442897.96817395,-0.004364235090905888
1157,2018-10-08,225.31809604,230.23887685,223.08201836,228.16240630000001,1001720.0505601999,228554857.17158952,0.013638071689736408
1156,2018-10-07,224.26374832,225.8054661,220.98837097,225.09257759,702359.13839903,158095828.8581936,0.00652410489304267
1155,2018-10-06,225.92064818,227.0462565,222.96236499999998,223.63356873,707908.9941056998,158312214.686609,-0.010458151825086914
1154,2018-10-05,221.56050192,227.63229182,219.57828898,225.99708051,909519.90607435,205548843.43778044,0.02046756079114731
1153,2018-10-04,219.44918988,225.31920970000002,218.71451744,221.46424756,884131.87853484,195803601.2256585,0.008325886108175641
1152,2018-10-03,225.03452446,225.16150013,215.94929378,219.63558668,1139778.27768566,250335870.70690536,-0.023533034334115688
1151,2018-10-02,230.11701625,230.93222072,224.01961233,224.92884491,852294.30866704,191705574.37198585,-0.0244558258099542
1150,2018-10-01,232.37866001,234.30565008,225.30787115,230.56756512,985859.8008020001,227307293.81895435,-0.0075376500191011156
1149,2018-09-30,230.83875926,237.30895422,226.99359079,232.31870219,1145865.62266562,266206014.34635672,0.0037912503853831936
1148,2018-09-29,221.51337695,235.11070437,214.4214068,231.44125046,1403875.94033876,324914803.1253273,0.04459160444941168
1147,2018-09-28,228.80088984,232.31589763,216.81227969,221.56146907,1475110.94865421,326827748.82680595,-0.03025494695215736
1146,2018-09-27,214.26409865,231.23150558,210.59139308,228.47393588,1434741.70410158,327801084.109592,0.061781438919677134
1145,2018-09-26,218.9311711,221.67384686,208.33260148,215.17981715,1373209.77361912,295487027.99185175,-0.013246729285273928
1144,2018-09-25,227.92600844,227.92600844,204.96858831,218.06851169,1931906.08009685,421287883.6113918,-0.04586175935134396
1143,2018-09-24,244.40036147,245.35491076,225.79279271,228.55022721,1340146.56277441,306290801.41933084,-0.06322688246801911
1142,2018-09-23,240.61494982,248.59853654,237.57282925,243.97607375,1036560.12397516,252895869.2536503,0.015200370312939747
1141,2018-09-22,247.49220002,253.11261622,233.6657915,240.32307403,1146635.18310646,275562891.99370956,-0.030137363175677837
1140,2018-09-21,224.63997514,249.00265209,221.5822505,247.79083646,1937754.41983867,480157788.5536849,0.1049241728482937
1139,2018-09-20,209.52913495,227.07859291,207.2309156,224.26049004,1562417.02626113,350388407.9526484,0.07006579551466174
1138,2018-09-19,208.87430226,213.07455809,199.11134273,209.57635594,1730729.04941319,362719887.2971374,-0.0010026219838014103
1137,2018-09-18,196.42914183,213.97476312,194.98273011,209.78669269,1494264.11654411,313476727.02012485,0.06510591725192237
1136,2018-09-17,220.01148887,224.39161412,193.90349073,196.96322149,2146040.39428539,422691029.5036874,-0.1045116418284714
1135,2018-09-16,222.41362609,222.9110179,208.66036136,219.95062213,1275991.7817313,280655186.2281797,-0.013891523717779129
1134,2018-09-15,209.60842564,226.91859010000002,209.26076813,223.04911419,1477879.86033399,329639793.728514,0.05428689588095148
1133,2018-09-14,210.91168625,223.28638418,203.53199225,211.56396334,2093933.26338883,443000820.16745037,0.0002615012628044422
1132,2018-09-13,182.84408659,214.23130135,182.84408659,211.50865356,2408565.98301348,509432548.08532083,0.15790593051209378
1131,2018-09-12,185.08294019,185.08294019,168.28425016,182.66479857,1844787.24575149,336977690.64611745,-0.006966993845570424
1130,2018-09-11,196.81384985,198.44417551,178.34852769999995,183.94635167,1424563.76887385,262043308.0060439,-0.06289573961346318
1129,2018-09-10,195.94396516,201.91532218,187.63004417,196.29230113,1163685.49041608,228422502.70320207,0.0021414866686466642
1128,2018-09-09,196.98631543,207.29275657,186.92232471,195.87284205,1277496.81185852,250226931.25041652,-0.0038500236684103632
1127,2018-09-08,215.05029988,219.43170668,191.11070764,196.62987171,1352044.40583053,265852318.06718463,-0.08764830603717501
1126,2018-09-07,229.49632339,233.66905236,214.79483466,215.51981874,1126886.78469983,242866435.57474527,-0.05716390818116224
1125,2018-09-06,228.57785773,231.92649309,213.08304756,228.58672956,1651723.99240962,377562185.5526436,0.003955612940724772
1124,2018-09-05,285.52586397,287.63127793,227.68609151,227.68609151,1537737.70491896,350121487.8058476,-0.20166443041048865
1123,2018-09-04,288.43104588,291.44496467,283.01445409,285.20098588,519306.40201307,148106697.82588255,-0.011792521574083505
1122,2018-09-03,294.22455406,295.24757399,286.00881651,288.60435901,410119.86146197,118362379.73623502,-0.021462566690373164
1121,2018-09-02,295.52212644,298.65661785,289.76696196,294.93440842,385716.73928723,113761138.31771038,-0.002134310137067885
1120,2018-09-01,281.40808372,301.59251837,281.40808372,295.5652363,514507.47338522,152070522.9501747,0.04765945268869665
1119,2018-08-31,284.28906307,284.56126467,276.80453134,282.11957191,435929.92905235,122984364.96838637,-0.005815668806139929
1118,2018-08-30,288.93433668,290.75273835,273.20785522,283.76988357,555421.63955509,157611933.991403,-0.015861813686927632
1117,2018-08-29,295.51990685,296.68925295,285.22100439,288.3435350000001,427848.55810459994,123367365.68663844,-0.024422805814335646
