,Unnamed: 0,Date,Open*,High,Low,Close**,Volume,Market Cap,Close Percent Change
150,150,"Sep 15, 2018",0.892439,0.95847,0.878424,0.916548,"1,675,250","97,293,855",-0.0564795818050613
151,151,"Sep 14, 2018",0.906860,0.931503,0.8537040000000001,0.902700,"2,496,650","95,823,855",-0.015108865002160243
152,152,"Sep 13, 2018",0.853407,0.948764,0.8534069999999999,0.907556,"3,885,730","96,339,332",0.0053794173036445505
153,153,"Sep 12, 2018",0.812543,0.8593790000000001,0.756392,0.854877,"2,517,160","90,747,324",-0.05804490301424914
154,154,"Sep 11, 2018",0.909725,0.916921,0.783253,0.807065,"2,674,870","85,671,961",-0.0559285136926132
155,155,"Sep 10, 2018",0.901660,0.960762,0.875174,0.897069,"1,892,360","95,226,110",0.11152013778320223
156,156,"Sep 09, 2018",0.885376,0.95337,0.855876,0.900272,"1,960,310","95,566,117",0.0035705168721691383
157,157,"Sep 08, 2018",0.996835,1.05,0.8764879999999999,0.886077,"2,934,970","94,059,282",-0.015767456946345067
158,158,"Sep 07, 2018",1.06,1.1,0.986075,0.993833,"2,872,040","105,497,850",0.12161019866219293
159,159,"Sep 06, 2018",1.03,1.07,0.959147,1.07,"4,207,000","113,446,230",0.07663963663915374
160,160,"Sep 05, 2018",1.34,1.37,1.03,1.03,"6,209,050","108,824,351",-0.03738317757009346
161,161,"Sep 04, 2018",1.34,1.43,1.32,1.34,"2,929,540","142,294,232",0.30097087378640786
162,162,"Sep 03, 2018",1.38,1.42,1.29,1.34,"3,963,110","142,275,124",0.0
163,163,"Sep 02, 2018",1.44,1.49,1.34,1.38,"4,790,890","146,208,074",0.02985074626865658
164,164,"Sep 01, 2018",1.32,1.53,1.29,1.43,"7,792,280","152,317,150",0.03623188405797095
165,165,"Aug 31, 2018",1.19,1.36,1.18,1.33,"6,498,520","141,416,351",-0.0699300699300699
166,166,"Aug 30, 2018",1.22,1.24,1.09,1.20,"4,739,060","126,947,766",-0.09774436090225568
167,167,"Aug 29, 2018",1.35,1.36,1.16,1.22,"6,987,120","129,707,731",0.01666666666666661
168,168,"Aug 28, 2018",1.35,1.4,1.28,1.35,"5,095,400","142,938,577",0.10655737704918034
169,169,"Aug 27, 2018",1.30,1.44,1.23,1.34,"11,294,600","142,766,610",-0.007407407407407419
170,170,"Aug 26, 2018",1.09,1.31,0.983702,1.31,"10,300,200","138,585,264",-0.0223880597014926
171,171,"Aug 25, 2018",0.972513,1.11,0.972513,1.10,"6,777,340","116,371,793",-0.16030534351145032
172,172,"Aug 24, 2018",0.893117,0.987338,0.855798,0.972040,"2,325,610","103,184,469",-0.11632727272727285
173,173,"Aug 23, 2018",0.804598,0.8988459999999999,0.800353,0.891654,"1,414,230","94,651,295",-0.08269824287066374
174,174,"Aug 22, 2018",0.859829,1.01,0.764595,0.803651,"3,324,130","85,309,557",-0.09869635531271104
175,175,"Aug 21, 2018",0.805911,0.878848,0.8059109999999999,0.862780,"1,252,080","91,586,248",0.07357546994902009
176,176,"Aug 20, 2018",0.933327,0.970908,0.801175,0.810223,"2,286,410","86,007,191",-0.06091587658499265
177,177,"Aug 19, 2018",0.836685,0.941791,0.826608,0.931933,"2,738,720","98,927,011",0.1502179029723918
178,178,"Aug 18, 2018",0.970567,1.01,0.784453,0.835146,"4,220,310","88,652,830",-0.10385617850210273
179,179,"Aug 17, 2018",0.780507,0.974147,0.779351,0.971191,"4,986,120","103,094,345",0.16289966065813655
180,180,"Aug 16, 2018",0.679941,0.826451,0.667992,0.778348,"2,801,060","82,623,580",-0.1985634133759477
181,181,"Aug 15, 2018",0.693401,0.790233,0.6769149999999999,0.681913,"3,327,220","72,386,765",-0.12389702292547801
182,182,"Aug 14, 2018",0.705056,0.706013,0.598753,0.689304,"3,788,300","73,171,338",0.010838626041738577
183,183,"Aug 13, 2018",0.886320,0.905286,0.698526,0.702442,"3,494,360","74,565,969",0.019059805252834797
184,184,"Aug 12, 2018",0.932297,0.978491,0.8827510000000001,0.888981,"2,520,100","94,367,549",0.2655578681229196
185,185,"Aug 11, 2018",0.992710,0.997937,0.874991,0.932410,"2,612,580","98,977,646",0.048852562653195264
186,186,"Aug 10, 2018",1.13,1.15,0.963284,0.992805,"2,485,520","105,388,725",0.06477300758250104
187,187,"Aug 09, 2018",1.02,1.17,1.02,1.13,"3,053,390","120,175,237",0.13818927181067786
188,188,"Aug 08, 2018",1.17,1.19,0.952829,1.01,"6,490,330","107,467,722",-0.10619469026548667
189,189,"Aug 07, 2018",1.16,1.44,1.14,1.17,"9,092,700","124,230,262",0.15841584158415833
190,190,"Aug 06, 2018",1.15,1.2,1.1,1.16,"1,987,750","123,487,195",-0.008547008547008517
191,191,"Aug 05, 2018",1.13,1.18,1.11,1.15,"1,951,490","121,668,802",-0.008620689655172377
192,192,"Aug 04, 2018",1.26,1.34,1.08,1.14,"4,672,900","120,542,525",-0.008695652173913104
193,193,"Aug 03, 2018",1.21,1.33,1.04,1.26,"8,000,290","133,493,129",0.10526315789473696
194,194,"Aug 02, 2018",1.39,1.42,1.18,1.22,"3,686,360","129,555,933",-0.031746031746031744
195,195,"Aug 01, 2018",1.50,1.52,1.33,1.39,"3,818,860","147,884,222",0.139344262295082
196,196,"Jul 31, 2018",1.74,1.74,1.47,1.50,"4,692,000","159,315,784",0.07913669064748219
197,197,"Jul 30, 2018",1.89,1.89,1.66,1.74,"2,877,150","185,051,394",0.15999999999999992
198,198,"Jul 29, 2018",1.94,1.96,1.84,1.88,"3,033,110","200,063,480",0.08045977011494254
199,199,"Jul 28, 2018",1.96,1.96,1.91,1.94,"1,468,110","205,549,441",0.03191489361702127
200,200,"Jul 27, 2018",1.89,2.0,1.81,1.95,"5,253,090","206,666,165",0.005154639175257714
201,201,"Jul 26, 2018",2.10,2.31,1.85,1.89,"3,798,470","200,619,719",-0.030769230769230767
202,202,"Jul 25, 2018",1.95,2.38,1.95,2.10,"4,272,720","223,096,448",0.11111111111111116
203,203,"Jul 24, 2018",2.00,2.13,1.89,1.99,"7,069,990","211,723,270",-0.05238095238095242
204,204,"Jul 23, 2018",2.16,2.33,1.98,2.00,"6,222,770","212,559,751",0.005025125628140614
205,205,"Jul 22, 2018",2.21,2.31,2.11,2.16,"3,734,630","229,308,492",0.08000000000000007
206,206,"Jul 21, 2018",2.03,2.24,1.98,2.21,"3,342,280","234,867,698",0.02314814814814814
207,207,"Jul 20, 2018",2.34,2.34,1.99,2.02,"5,968,630","214,372,836",-0.08597285067873306
208,208,"Jul 19, 2018",2.47,2.56,2.32,2.34,"4,198,750","248,443,540",0.15841584158415833
209,209,"Jul 18, 2018",2.63,2.82,2.42,2.48,"7,599,320","263,726,314",0.05982905982905984
210,210,"Jul 17, 2018",2.35,2.72,2.25,2.64,"5,673,350","280,633,222",0.06451612903225823
211,211,"Jul 16, 2018",2.10,2.39,2.08,2.36,"3,937,480","250,814,987",-0.1060606060606062
212,212,"Jul 15, 2018",2.02,2.15,1.98,2.09,"1,623,410","221,969,108",-0.11440677966101698
213,213,"Jul 14, 2018",1.99,2.04,1.96,2.02,"1,388,000","214,383,451",-0.03349282296650713
214,214,"Jul 13, 2018",2.00,2.09,1.95,1.99,"2,985,080","211,525,826",-0.014851485148514863
215,215,"Jul 12, 2018",2.11,2.12,1.87,1.99,"2,769,830","211,493,980",0.0
216,216,"Jul 11, 2018",2.09,2.22,2.0,2.11,"3,251,440","223,945,668",0.060301507537688474
217,217,"Jul 10, 2018",2.33,2.36,2.05,2.09,"2,931,320","221,405,438",-0.009478672985781977
218,218,"Jul 09, 2018",2.48,2.48,2.32,2.34,"2,767,380","248,415,940",0.11961722488038284
219,219,"Jul 08, 2018",2.48,2.57,2.42,2.48,"3,339,250","262,853,741",0.05982905982905984
220,220,"Jul 07, 2018",2.44,2.48,2.29,2.48,"2,033,970","263,430,149",0.0
221,221,"Jul 06, 2018",2.52,2.52,2.28,2.45,"4,811,120","259,809,287",-0.012096774193548264
222,222,"Jul 05, 2018",2.58,2.73,2.44,2.51,"6,634,870","266,500,079",0.0244897959183672
223,223,"Jul 04, 2018",2.47,2.73,2.44,2.58,"3,479,940","273,477,482",0.02788844621513964
224,224,"Jul 03, 2018",2.69,2.81,2.44,2.46,"6,203,890","260,755,106",-0.046511627906976834
225,225,"Jul 02, 2018",2.45,2.82,2.43,2.70,"7,715,640","286,210,474",0.09756097560975617
226,226,"Jul 01, 2018",2.39,2.47,2.3,2.44,"3,416,050","259,311,432",-0.09629629629629632
227,227,"Jun 30, 2018",2.25,2.48,2.25,2.37,"5,400,690","251,283,119",-0.02868852459016391
228,228,"Jun 29, 2018",2.05,2.31,1.98,2.24,"4,088,250","238,266,700",-0.05485232067510548
229,229,"Jun 28, 2018",2.14,2.31,2.0,2.05,"4,633,980","217,772,900",-0.08482142857142871
230,230,"Jun 27, 2018",2.14,2.17,2.03,2.14,"4,088,810","226,821,339",0.043902439024390505
231,231,"Jun 26, 2018",2.41,2.43,2.14,2.14,"2,403,990","227,215,164",0.0
232,232,"Jun 25, 2018",2.26,2.49,2.24,2.41,"3,621,230","256,034,505",0.12616822429906538
233,233,"Jun 24, 2018",2.53,2.54,2.04,2.26,"6,955,170","240,277,229",-0.06224066390041505
234,234,"Jun 23, 2018",2.55,2.61,2.47,2.52,"2,081,800","267,579,650",0.1150442477876108
235,235,"Jun 22, 2018",2.95,2.95,2.42,2.54,"5,584,230","269,714,376",0.007936507936507908
236,236,"Jun 21, 2018",3.10,3.26,2.94,2.96,"7,344,370","313,719,892",0.16535433070866135
237,237,"Jun 20, 2018",3.07,3.09,2.9,3.07,"3,244,380","326,216,164",0.03716216216216206
238,238,"Jun 19, 2018",3.00,3.11,2.95,3.07,"3,245,990","325,972,013",0.0
239,239,"Jun 18, 2018",2.88,3.11,2.81,3.01,"3,620,420","319,069,978",-0.019543973941368087
240,240,"Jun 17, 2018",2.91,2.99,2.89,2.89,"2,427,390","306,672,428",-0.039867109634551416
241,241,"Jun 16, 2018",2.87,2.96,2.75,2.91,"3,366,660","308,834,754",0.006920415224913601
242,242,"Jun 15, 2018",3.21,3.24,2.85,2.89,"5,069,820","306,467,554",-0.006872852233676952
243,243,"Jun 14, 2018",2.84,3.29,2.79,3.21,"9,311,440","340,682,625",0.11072664359861584
244,244,"Jun 13, 2018",3.06,3.14,2.66,2.84,"10,017,600","301,674,769",-0.11526479750778815
245,245,"Jun 12, 2018",3.47,3.47,2.98,3.05,"7,474,010","323,264,063",0.073943661971831
246,246,"Jun 11, 2018",3.44,3.48,3.26,3.48,"6,333,880","369,178,200",0.14098360655737707
247,247,"Jun 10, 2018",4.13,4.13,3.35,3.47,"11,952,000","368,425,579",-0.002873563218390718
