,Date,BTC Pct Change,ETH Pct Change,XRP Pct Change,WAN Pct Change,ELA Pct Change,KCS Pct Change
0,2019-02-11,-0.011795757603712877,-0.030340231925291224,-0.014930680152697053,-0.005855122131277922,0.05633802816901424,0.033864541832669286
1,2019-02-10,0.005949991517758546,0.04319686177102855,-0.0055809195510490035,-0.0056375354262043756,0.04888888888888876,0.02914327597407995
2,2019-02-09,0.0018533377772744766,0.0010236331990176595,-0.004431292090087857,-0.0067931198679058715,-0.03389830508474578,0.008203775193359242
3,2019-02-08,0.0790101217365351,0.14860118463845273,0.06989408780370576,0.00954713206636093,0.008771929824561429,-0.01345913026725598
4,2019-02-07,-0.0043665496992135715,-0.00348702118794475,0.007248111913229716,-0.07003805970659183,-0.08260869565217388,-0.053656962142047286
5,2019-02-06,-0.015464410321437859,-0.02300051231588552,-0.007037840489767411,0.03824054548527167,-0.004739336492890933,0.005694862013521984
6,2019-02-05,0.0009640527576990633,-0.0009407173964286477,-0.02517366137292609,-0.06995580435021076,0.014285714285714237,0.008925670707727207
7,2019-02-04,0.0008785825134276504,-0.00029981943317247683,-0.009142361329988248,0.036482686988513764,-0.004694835680751018,0.021407790300256968
8,2019-02-03,-0.01540628477757888,-0.027024020072687338,-0.030917052183114687,-0.003362380976852486,0.0,-0.004502100334892178
9,2019-02-02,0.007883715277166248,0.02593093950638848,0.014196072456308384,0.01567161430518227,0.03301886792452824,0.034196249246488016
10,2019-02-01,0.008047424962881244,0.004717417561540094,-0.009489598313636828,0.001867532137871164,-0.022831050228310446,-0.02507178524326392
11,2019-01-31,-0.008042396161068166,-0.012115230566462576,-0.03485358392356541,-0.0038801216157522407,-0.004672897196261738,-0.02870036946525345
12,2019-01-30,0.011423173766130112,0.0313763564371341,0.11455456214652647,0.052146013197290834,0.014084507042253724,0.04554944119816184
13,2019-01-29,-0.00672256484935907,-0.021977869499147595,-0.020240584202703586,-0.006420107819131826,-0.0092592592592593,-0.028171612434142342
14,2019-01-28,-0.03306044943261477,-0.053672059142650164,-0.05773295185611471,0.024372610358011748,0.0046728971962615145,0.045213196580814685
15,2019-01-27,-0.0044410270483202785,-0.025261359266179232,-0.014345409056544687,0.07117796357121531,0.06976744186046502,0.08048129056382057
16,2019-01-26,-0.00018292405693820515,0.001888599921855194,-0.0012842835520536775,0.07469693274076694,0.0,0.00855780473274792
17,2019-01-25,-0.0011187778918154698,-0.010992454326347543,0.003960145287721373,-0.047967695345889634,0.021739130434782702,-0.0016053724831803786
18,2019-01-24,0.0063109910618104345,-0.001180630405625327,-0.002515961891109143,0.014981609679376671,-0.051063829787234116,-0.0017626120044188511
19,2019-01-23,-0.006459937466237964,-0.010565990379756474,-0.0089827657232191,-0.02610764561440959,-0.022421524663677084,0.053935745342226005
20,2019-01-22,0.008943647111070874,0.017014821260979973,-0.002658599536521145,0.047579523672308666,0.00917431192660545,0.01879999253320364
21,2019-01-21,-0.008786906490168667,-0.019622889246377118,-0.004025625146627632,-0.045313887468718894,-0.01363636363636378,0.028431981054507283
22,2019-01-20,-0.03346876578088232,-0.0433500159332626,-0.03379746927424998,-0.018615080595406952,-0.01843317972350233,-0.0032447359337246517
23,2019-01-19,0.0215333384797296,0.03459106167659187,0.030153683971857026,0.09848516276442633,0.04225352112676073,0.043833700494662516
24,2019-01-18,-0.006590862369367567,-0.026674444975959832,-0.01719697916032381,-0.05001031290216695,-0.00450450450450457,-0.008904166764769572
25,2019-01-17,0.006095203127385096,0.0026216951550814827,0.005291911949670602,0.02477263970349908,0.02262443438914019,0.015728764655956295
26,2019-01-16,0.005687378700597101,0.01353263100307034,0.0008079043842987853,-0.0578667024752697,0.013274336283185972,0.024634291546181464
27,2019-01-15,-0.018734678609366173,-0.06105306844572045,-0.025298299543168985,-0.06938993991568554,-0.03056768558951961,0.02462098417533709
28,2019-01-14,0.046024115270183685,0.10900226904045353,0.05668695957802127,0.04054592175348426,0.03603603603603589,0.02722112072195415
29,2019-01-13,-0.03181715280245856,-0.06955056703477402,-0.04944704838691572,-0.059935629055892885,-0.039130434782608685,-0.018842219821297523
30,2019-01-12,-0.003313734902482545,-0.010587528106390742,-0.004427014672227836,0.08558336000890754,0.013574660633484337,0.023088284052204644
31,2019-01-11,0.0006080526177467682,-0.011638580011521626,0.006882644796196269,0.010314069506187408,0.0,-0.005283367213662071
32,2019-01-10,-0.09278773135862196,-0.14880328337624538,-0.10380661188065833,-0.01005967279891129,0.02232142857142838,0.00841733224077168
33,2019-01-09,0.002822242013076348,0.0024728832621108143,0.0179405201736822,0.1861732810336872,0.11353711790392995,0.14671305887006136
34,2019-01-08,-0.0005945865808382187,-0.008518305061372966,-0.0035334742189706563,-0.016558465241811926,-0.007843137254901933,0.018092810174046958
35,2019-01-07,-0.013025472146620977,-0.042253254040451216,-0.007141941229015347,0.009540841835753657,0.07905138339920947,0.0004192921342471845
36,2019-01-06,0.060600871290672924,0.013254604818740969,0.03790550054161912,0.04162596227893767,0.00366300366300365,0.033271136459271045
37,2019-01-05,-0.0028951520835391875,0.00358661807891969,-0.01723532589908605,-0.051316146965390434,-0.007299270072992692,-0.016453607511450974
38,2019-01-04,0.002102026757063946,0.04100605918895961,0.007485011059604529,-0.02753475922575521,0.003676470588235281,-0.0013312482060314768
39,2019-01-03,-0.02491328887106325,-0.0454050824733232,-0.046362127223194334,-0.0019765420142606733,-0.01831501831501825,0.014220561587469982
40,2019-01-02,0.022565251683978268,0.1119801655721704,0.03009812890158603,0.01410153102336831,0.059701492537313376,0.06385016286644962
