,Date,Open(USD),High(USD),Low(USD),Close(USD),Volume,Market Cap(USD)
46,2015-09-23,0.84079215,0.91821337,0.80888465,0.91821337,0.77907772,0.71535958
47,2015-09-24,0.91821337,0.91821337,0.80002495,0.80682444,366.53493556,295.72934587
48,2015-09-25,0.80682444,0.80682444,0.68295359,0.68295359,2769.55101385,1891.47480987
49,2015-09-26,0.68295359,0.72330108,0.68275745,0.72307174,145.94520206,105.52885097
50,2015-09-27,0.72307174,0.7490455,0.70077,0.7007760000000001,4.00321939,2.80536009
51,2015-09-28,0.7007760000000001,0.73717242,0.60001539,0.60001539,5259.34012385,3155.68503958
52,2015-09-29,0.60001539,0.68192666,0.50197296,0.68192666,4274.49594626,2914.89274575
53,2015-09-30,0.68192666,0.74414316,0.5425858,0.71751777,457.24714066,328.08295065
54,2015-10-01,0.72224838,0.7259166,0.66797115,0.66797115,687.99045543,459.55777448
55,2015-10-02,0.66797115,0.67735671,0.66388782,0.66424323,440.27874342,292.45217286
56,2015-10-03,0.66424323,0.70426254,0.66000502,0.69118184,103.30298237,71.40114513
57,2015-10-04,0.69118184,0.69118184,0.61725319,0.61725319,466.27415177,287.80920604
58,2015-10-05,0.61725319,0.71989653,0.61418268,0.65810304,338.62656734,222.85117397
59,2015-10-06,0.65810304,0.69835441,0.62966544,0.63046896,1089.99594551,687.20861542
60,2015-10-07,0.63046896,0.69888423,0.61252807,0.61262936,2346.2779915,1437.39878292
61,2015-10-08,0.61262936,0.67497711,0.6009642,0.621337,5751.57988177,3573.66936633
62,2015-10-09,0.621337,0.63958944,0.57274326,0.63958944,2178.77345227,1393.52049366
63,2015-10-10,0.63958944,0.66999998,0.63507139,0.63507139,242.34826,153.90844634
64,2015-10-11,0.63507139,0.72,0.61146278,0.61146279,16.00837231,9.78852403
65,2015-10-12,0.61146279,0.66510468,0.60643926,0.6471714,42.93173108,27.78418857
66,2015-10-13,0.6471714,0.65096537,0.60168026,0.60178668,701.78460615,422.32463073
67,2015-10-14,0.60178668,0.60199675,0.49219843,0.49220227,2456.67641335,1209.18170632
68,2015-10-15,0.49220227,0.55396147,0.492113,0.55289786,35.19999423,19.46200158
69,2015-10-16,0.55289786,0.56224,0.52532447,0.52532447,265.58732407,139.51951947
70,2015-10-17,0.52532447,0.54,0.52047504,0.52299,870.2936436000001,455.15487267
71,2015-10-18,0.52299,0.52330352,0.50542388,0.50542388,1116.63856066,564.37579631
72,2015-10-19,0.50542388,0.50763429,0.48961175,0.50763429,1125.93283209,571.5621118
73,2015-10-20,0.50763429,0.51475621,0.44297433,0.4430897,1849.68585467,819.57674318
74,2015-10-21,0.4430897,0.46602150000000003,0.41999,0.42132909,761.19105059,320.71192959
75,2015-10-22,0.42132909,0.60776861,0.41046249,0.60695715,3354.2203183,2035.86802024
76,2015-10-23,0.60695715,0.60695715,0.50011657,0.56104438,3584.45074059,2011.03595531
77,2015-10-24,0.56104438,0.56104439,0.50948522,0.55607,295.272,164.19190104
78,2015-10-25,0.55607,0.66953225,0.55607,0.62086864,1036.23569655,643.36624373
79,2015-10-26,0.62086864,0.71716592,0.62086864,0.71716592,2083.63983657,1494.31548982
80,2015-10-27,0.71716592,0.87675038,0.70080059,0.83402708,1877.21143347,1565.64516213
81,2015-10-28,0.83402708,1.00800805,0.8194431999999999,0.99029727,4036.39062589,3997.22662511
82,2015-10-29,0.99029727,1.17921775,0.90130747,1.11235471,5708.79919029,6350.20964809
83,2015-10-30,1.16250873,1.33307499,1.10415086,1.13847105,3516.19142148,4003.08214954
84,2015-10-31,1.13847104,1.13847104,0.8747425,0.8747425,801.68605027,701.2688569000001
85,2015-11-01,0.8747425,1.07291253,0.86764,1.07291253,45.40882475,48.71969716
86,2015-11-02,1.07291253,1.07779314,0.98700135,0.98700135,4745.8035221,4684.11448589
87,2015-11-03,0.98700135,1.05777227,0.84409588,1.05475515,3304.88607949,3485.84559709
88,2015-11-04,1.05475515,1.05508836,0.79419519,0.83491729,1757.2148359,1467.12904681
89,2015-11-05,0.83491729,1.01084271,0.83491729,0.88873055,761.0193649,676.3411586
90,2015-11-06,0.88873055,0.9886722,0.78993401,0.98563068,1633.32840306,1609.85858826
91,2015-11-07,0.98563068,0.98563432,0.86422862,0.93,957.31460753,890.3025849999999
92,2015-11-08,0.93,1.00281642,0.8932844999999999,0.99012894,3556.70322001,3521.59479856
93,2015-11-09,0.99012894,1.08338415,0.91260816,1.00653601,3138.075163,3158.58565764
94,2015-11-10,1.00653601,1.01455663,0.9000093000000001,0.90002675,6655.00488342,5989.68243038
95,2015-11-11,0.90002675,0.9399895,0.73773291,0.76218493,2893.44765572,2205.34219333
96,2015-11-12,0.76218493,0.89612424,0.759601,0.87959942,327.4868128,288.05721009
97,2015-11-13,0.87959942,0.89992881,0.83983973,0.89992143,566.78747758,510.06419866
98,2015-11-14,0.89992143,0.91,0.87356,0.88,94.90544037,83.51678753
99,2015-11-15,0.88,0.92117829,0.87459,0.92117829,631.07220673,581.33001869
100,2015-11-16,0.92117829,0.92626933,0.66331472,0.92626933,2772.99810499,2568.54309076
101,2015-11-17,0.92626933,0.99828982,0.92305772,0.99828982,7343.2469593,7330.68870409
102,2015-11-18,0.99828982,1.00287324,0.95041646,0.99824445,1636.20536327,1633.33291479
103,2015-11-19,0.99824445,1.00088093,0.94085464,0.95731287,1279.38853768,1224.77511753
104,2015-11-20,0.95731287,1.0468165,0.91037156,0.92013786,138.9456507,127.84915349
105,2015-11-21,0.92013786,1.3305527,0.92,0.99723814,1920.65663118,1915.35204637
106,2015-11-22,0.99723814,1.33906759,0.99723814,1.18934587,16.08429173,19.12978594
107,2015-11-23,1.18934587,1.18934587,0.92,0.92,3.2,2.944
108,2015-11-24,0.92,1.06761782,0.91,1.06761782,9.2,9.82208395
109,2015-11-25,1.06761782,1.06761782,0.86754217,0.87017659,1132.5477,985.5164990000001
110,2015-11-26,0.87017659,0.90998049,0.81561666,0.86378003,4262.81035284,3682.13043642
111,2015-11-27,0.86378003,0.89622446,0.86378003,0.88459009,758.63496638,671.08097676
112,2015-11-28,0.88459009,0.90957251,0.88459009,0.90746432,127.54000394,115.73800355
113,2015-11-29,0.90746432,0.90746432,0.85200696,0.87120898,802.49645948,699.14211987
114,2015-11-30,0.87120898,0.90054591,0.87079806,0.8838166999999999,84.73306534,74.88849786
115,2015-12-01,0.8838166999999999,0.88866692,0.84839557,0.87254848,253.79876748,221.45172811
116,2015-12-02,0.87254848,0.87626585,0.80074732,0.82264544,3545.19012577,2916.43450427
117,2015-12-03,0.82264544,0.83290808,0.79871797,0.83290808,667.24343526,555.7524515
118,2015-12-04,0.83290808,0.86240325,0.83290808,0.85316304,171.98150982,146.72826852
119,2015-12-05,0.85316304,0.87386809,0.84132273,0.87386809,329.05862065,287.55382982
120,2015-12-06,0.87386809,0.88388301,0.83837612,0.84387981,145.54000394,122.81827159
121,2015-12-07,0.84387981,0.84387981,0.79255742,0.80234264,314.42220394,252.27434159
122,2015-12-08,0.80234264,0.89733871,0.77965802,0.79466475,5956.38244573,4733.3271386999995
123,2015-12-09,0.79466475,0.85326828,0.76115703,0.80507393,8130.15806852,6545.37832456
124,2015-12-10,0.80507393,0.8682323000000001,0.7793295,0.84372205,4873.63185339,4111.99065998
125,2015-12-11,0.84372205,0.90033099,0.77,0.90012922,2795.45703813,2516.27255124
126,2015-12-12,0.90012922,0.96334168,0.90012922,0.96319796,2465.59115598,2374.85236829
127,2015-12-13,0.96319796,0.98391301,0.92151048,0.92151048,1002.38304739,923.70647951
128,2015-12-14,0.92151048,0.99076498,0.92100477,0.99014741,4356.65497445,4313.73061785
129,2015-12-15,0.99014741,1.0,0.96069776,0.99998203,6769.05035731,6768.92874525
130,2015-12-16,0.99998203,1.00630052,0.80097989,0.80948466,4480.49841229,3626.89471754
131,2015-12-17,0.80948466,0.97489755,0.80948466,0.95026986,199.88017086,189.94010275
132,2015-12-18,0.9473914000000001,0.97500001,0.90010438,0.90010438,5.07706563,4.56988899
133,2015-12-19,0.90010438,0.93135897,0.9,0.91289258,75.56003183,68.97819209
134,2015-12-20,0.91289258,1.065,0.91289258,1.065,1281.96129625,1365.28878051
135,2015-12-21,1.065,1.13796175,0.91014471,0.91014471,1889.11536076,1719.36834278
136,2015-12-22,0.91014471,0.99989184,0.88013178,0.88013233,3930.98507559,3459.78705455
137,2015-12-23,0.88013233,0.98982452,0.87013909,0.87093,395.23573239,344.22265641
138,2015-12-24,0.87093,0.8898799999999999,0.85,0.87,1233.18286076,1072.86908886
139,2015-12-25,0.87,0.88176049,0.85928838,0.88176049,17.04070888,15.02582381
140,2015-12-26,0.88176049,1.0,0.85,0.853,2809.15091018,2396.20572638
141,2015-12-27,0.853,0.91799,0.84,0.91799,1282.96161333,1177.74593142
142,2015-12-28,0.91799,0.9179999999999999,0.84,0.87502998,3711.50641582,3247.67938806
143,2015-12-29,0.87502998,0.92249853,0.87502998,0.92249853,528.26347993,487.32228125
144,2015-12-30,0.92249853,0.99392565,0.87663193,0.89692727,661.14159668,592.99592606
145,2015-12-31,0.89692727,1.02153312,0.89692727,1.01133852,241.78189601,244.52334543
146,2016-01-01,1.01133852,1.11744588,0.92,0.92,2.1,1.932
147,2016-01-02,0.92037,0.97201711,0.92037,0.97201711,75.25917831,73.15320892
148,2016-01-03,0.97547419,1.19494532,0.97474605,1.11678238,37.48547832,41.86312182
149,2016-01-04,1.11678238,1.11678238,0.91863074,0.95004307,696.53695555,661.74010777
150,2016-01-05,0.95004307,0.95991897,0.8416190999999998,0.9426,857.44923813,808.23165186
151,2016-01-06,0.9426,0.97108978,0.94,0.96687458,1123.54038993,1086.32264106
152,2016-01-07,0.96687458,0.97350101,0.94,0.96696538,1317.38027834,1273.86111637
153,2016-01-08,0.96696538,1.04940181,0.96144973,0.99691033,6841.05800832,6819.92138263
154,2016-01-09,0.99691033,1.00838405,0.97341137,0.99822884,2967.67373108,2962.41750884
155,2016-01-10,0.99822884,1.0061327,0.985,1.0,1376.65781455,1376.65781455
156,2016-01-11,1.0,1.11590396,1.0,1.08304663,8892.6349263,9631.13831741
157,2016-01-12,1.08387543,1.25091433,1.06191445,1.22497272,18475.12028053,22631.51835931
158,2016-01-13,1.22497272,1.22497288,1.07006685,1.13769946,7772.14791982,8842.36847206
159,2016-01-14,1.13769946,1.1749778999999998,1.10009686,1.1749778999999998,1749.91011297,2056.10570899
160,2016-01-15,1.1749778999999998,1.32915612,1.16353609,1.29891,6375.02455076,8280.58313923
161,2016-01-16,1.29891,1.32,1.19821,1.21179,5209.75981306,6313.13484387
162,2016-01-17,1.21179,1.31,1.2061,1.31,1319.75703,1728.8817092999998
163,2016-01-18,1.32,1.55,1.30661,1.47,25701.25405875,37780.84346636
164,2016-01-19,1.47,1.47,1.2205,1.35506,1957.05627238,2651.92867245
165,2016-01-20,1.35506,1.61,1.28092,1.4026100000000001,4352.62076233,6105.02940745
166,2016-01-21,1.4026100000000001,1.5395,1.4026100000000001,1.49593,23187.89147702,34687.46249722
167,2016-01-22,1.49593,1.66,1.49593,1.51999,6863.37720298,10432.26471476
168,2016-01-23,1.51999,2.03143,1.3888,2.0,23357.59292882,46715.18585764
169,2016-01-24,2.0,2.3,1.64,2.1,61453.08769528,129051.48416009
170,2016-01-25,2.1,2.61,2.05,2.59554,15340.45937251,39816.77591972
171,2016-01-26,2.59554,4.99989986,2.25,4.99989986,0.37277875,1.86385642
172,2016-01-27,4.99989986,4.99989986,1.87804302,2.40017093,13619.55462539,32689.25910092
173,2016-01-28,2.40017093,2.61144763,2.2360057999999996,2.54642394,5116.80531023,13029.55554832
174,2016-01-29,2.54642394,2.60998737,2.32005752,2.49874293,25048.68083168,62590.21402893
175,2016-01-30,2.49874293,2.59999394,2.37002451,2.44067462,3147.60224303,7682.27290006
176,2016-01-31,2.44067462,2.53999368,2.20006454,2.20046489,16251.65082867,35761.18709759
177,2016-02-01,2.20046489,2.3213127,2.0,2.1653700000000002,10745.45998262,23267.89668257
178,2016-02-02,2.1653700000000002,2.44654,2.12,2.44653,8510.67597912,20821.6241032
179,2016-02-03,2.44653,2.53957203,2.30127,2.53118645,1798.5972662999998,4552.58503574
180,2016-02-04,2.53118645,2.7900478,2.50021432,2.55007186,8531.00753977,21754.68225306
181,2016-02-05,2.55007186,2.59005212,2.470059,2.56456106,7741.85632423,19854.46328865
182,2016-02-06,2.56456106,2.57242632,2.48050891,2.54983547,5847.24404157,14909.51026528
183,2016-02-07,2.54983547,2.99999822,2.51085091,2.89794972,16370.02289759,47439.50323869
184,2016-02-08,2.89794972,3.23803442,2.75000131,3.18983043,21127.13155124,67391.96715431
185,2016-02-09,3.18998042,3.96993205,3.13501073,3.93795521,29754.90783879,117173.49440625
186,2016-02-10,3.99803616,4.98850469,3.77995213,4.35015833,88455.88829566,384797.11953093
187,2016-02-11,4.35015827,6.37500957,3.44010553,5.75001918,44214.11874087,254232.03088184
188,2016-02-12,5.99987533,6.47110755,5.05306786,5.40022076,40898.7528593,220862.29438716
189,2016-02-13,5.50011229,5.79207825,4.12065356,5.30009293,57988.56018099999,307344.75761842
190,2016-02-14,5.33028139,5.41009838,4.50003126,5.2509919,19302.93529307,101359.55688562
191,2016-02-15,5.20101881,5.98,4.9,5.15216,25687.60416777,132346.64668902
192,2016-02-16,5.15216,5.43891,4.07734,4.25011,28685.95992312,121918.48512885
193,2016-02-17,4.25011,4.76905,3.59022348,3.7946019,45342.7662318,172057.74708011
194,2016-02-18,3.7946019,4.69993591,3.38428155,4.49027619,36191.67149205,162510.60080592
195,2016-02-19,4.49033162,4.75033652,4.15000008,4.7,13616.3122125,63996.66739875
196,2016-02-20,4.72,4.72,4.01,4.37354,11774.36250978,51495.64541102
197,2016-02-21,4.37354,4.63000047,4.0,4.63000044,21604.03024469,100026.66944851
198,2016-02-22,4.63000044,5.59964317,4.50000066,5.59963075,32717.19928135,183204.23506044
199,2016-02-23,5.59963075,5.9996434,5.31955286,5.54979038,23927.52422103,132792.74379391
200,2016-02-24,5.54979038,6.39994016,5.50967555,6.23428126,29147.33674999,181712.69525812
201,2016-02-25,6.23428126,6.63995734,5.60006682,6.10000321,30760.92785793,187641.75866897
202,2016-02-26,6.10000321,6.28726049,5.71000093,6.02550955,12477.57147018,75183.72601654
203,2016-02-27,5.87025321,6.49982687,5.75013487,6.31086247,24244.081041999998,153001.06111110002
204,2016-02-28,6.3108624,6.54355508,6.18986538,6.49907502,10772.02022315,70008.16756714
205,2016-02-29,6.49907502,6.62602248,6.000792099999999,6.34931419,14775.83812301,93816.43866053
206,2016-03-01,6.34931438,7.59991011,6.25287092,7.54993691,51033.94194782,385303.04217005
207,2016-03-02,7.54993691,9.89979171,7.04013396,8.41083356,56389.95954201,474286.56409969996
208,2016-03-03,8.41083208,9.93990666,8.299430000000001,9.11124507,86768.51895732,790569.24084928
209,2016-03-04,9.05013132,10.00000788,8.27017571,10.00000788,112839.54526211,1128396.34189766
210,2016-03-05,10.02999947,11.99955793,9.78999004,10.50052241,139435.82004873,1464148.95351495
211,2016-03-06,10.8894155,11.89967377,9.99043749,10.99995918,58116.83843979,639282.85031652
212,2016-03-07,11.18737099,11.4698799,9.05641578,9.48879279,65990.89291858,626173.90925981
213,2016-03-08,9.48706395,10.89296471,8.490088499999999,9.77004947,57573.55107928,562496.44195641
214,2016-03-09,9.76004991,11.98964813,9.60007297,11.98415433,46707.41931395,559748.92126337
215,2016-03-10,11.54985325,12.04998682,10.95029707,11.20019431,59443.74935439,665781.54350467
216,2016-03-11,11.19020778,11.62009024,10.40039694,11.06044045,26156.15873044,289298.63596682
217,2016-03-12,11.05043687,13.47861749,11.03044096,13.30056137,120371.45327465,1601007.90117088
218,2016-03-13,13.45046573,15.18012555,12.50103327,13.09038942,113107.45834856,1480620.67589241
219,2016-03-14,14.39810689,14.84998918,10.000216499999999,12.34972891,116203.94776075,1435087.25350517
220,2016-03-15,12.59971941,13.35752883,11.97914902,13.12994255,65889.0148646,865118.97952486
221,2016-03-16,13.14003458,13.7397533,12.49226993,12.51154203,47017.12790646,588256.7721333
222,2016-03-17,12.54104562,12.64183655,10.27258509,10.96734202,115776.42933915,1269759.69794678
223,2016-03-18,10.96734829,11.13181249,8.19625425,10.88592389,153125.9849945,1666917.81892679
224,2016-03-19,10.98047793,11.13442039,9.84005152,10.58210171,47250.17030579,500006.10777128
225,2016-03-20,10.55753594,10.83707516,9.574449000000001,10.16231891,44449.3255316,451708.22145448
226,2016-03-21,10.32136645,11.9861644,10.10896,11.83555115,69810.99510971,826251.60372769
227,2016-03-22,11.87927473,12.15728205,11.01433731,11.27759963,61223.60759886,690455.33439919
228,2016-03-23,11.41678885,12.47124614,11.03145175,12.41681437,52740.07986376,654863.78176387
229,2016-03-24,12.41679421,12.47735867,10.84688064,11.16187409,62821.51486605,701205.83884638
230,2016-03-25,11.15557352,11.37083219,10.52707693,10.63614304,38428.106915699995,408726.84184019
231,2016-03-26,10.63646215,11.26092443,10.6145757,10.94885614,23618.58223208,258596.45919939
232,2016-03-27,10.99362166,11.04549522,10.13838437,10.34346438,42516.59394267,439768.87495344
233,2016-03-28,10.42706417,11.79782956,10.34717556,11.60906704,60244.89559662,699387.0320048
234,2016-03-29,11.60974362,11.83409064,11.27593689,11.61984212,36478.69583378,423876.68628652
235,2016-03-30,11.63383325,12.11686705,11.3371343,11.88241444,52589.84708741,624894.3585118
236,2016-03-31,11.84818107,12.04665446,11.34368868,11.37209669,39560.76138973,449888.80353689
237,2016-04-01,11.37213926,11.85726934,11.33131527,11.62549571,19521.05144288,226941.8997475
238,2016-04-02,11.62533023,11.6666121,11.39926851,11.56402719,9228.76362671,106721.67350735
239,2016-04-03,11.58174163,11.65834995,11.461354,11.59128473,11364.97494259,131734.66049784
240,2016-04-04,11.59131386,11.63052458,10.96413779,11.14743906,31954.577387999998,356211.70412199
241,2016-04-05,11.14741886,11.33822883,10.11862749,10.43974879,78117.92982422,815531.5630535999
242,2016-04-06,10.46090098,11.01893804,10.254468899999999,10.65552161,30863.84017038,328870.3158641
243,2016-04-07,10.65525241,10.73671611,10.25350706,10.27812266,46717.52859773,480168.48910299997
244,2016-04-08,10.30482152,10.47897992,9.57529131,9.74848715,32850.25119324,320240.25163986
245,2016-04-09,9.74848949,10.10412213,9.030253199999999,9.05698201,57688.94523015,522487.73904981
246,2016-04-10,9.05941786,9.19544872,7.58199725,8.81268762,183931.15442357,1620927.80808489
247,2016-04-11,8.83433644,8.87197205,8.0078939,8.68883473,54545.17652377,473934.02404281
248,2016-04-12,8.68879983,8.69371989,7.16835483,7.45757645,80555.95677549,600752.20649318
249,2016-04-13,7.4936036999999995,8.71055676,7.04493984,8.02049555,103211.42374978,827806.7646617
250,2016-04-14,8.02180412,8.79703123,7.99922991,8.45681414,36413.46578145,307941.91236647
251,2016-04-15,8.46098891,8.62101158,8.15139651,8.27876832,20562.16979617,170229.43999912
252,2016-04-16,8.25125169,8.59354078,8.15680815,8.57586126,38891.84797378,333531.09228061
253,2016-04-17,8.59170276,10.02991212,8.56080294,9.31439343,76774.25916309,715105.65513598
254,2016-04-18,9.31435763,9.52524897,8.53030383,8.98473711,61600.12476584,553460.92682232
255,2016-04-19,9.00653593,9.26411555,8.5859814,8.70465002,50453.11225226,439176.68436685
256,2016-04-20,8.70530949,8.85052228,8.35147084,8.48968191,81030.5696793,687923.76187122
257,2016-04-21,8.48968191,8.72216675,8.00863627,8.16726681,37682.28818338,307761.30153998
258,2016-04-22,8.14780726,8.32352845,7.71446778,7.875536299999999,49194.98085248,387436.8575493
259,2016-04-23,7.88532406,8.60823655,7.79211413,8.39823839,38774.04737486,325633.69301306
260,2016-04-24,8.34477527,8.47702069,7.98883642,7.98883642,43049.47388921,343915.20494496
261,2016-04-25,8.01602504,8.10964134,7.30339564,7.54609042,97317.01092278,734362.96419668
262,2016-04-26,7.55844547,7.55844547,7.11562083,7.4188922999999996,71352.2116003,529354.37348853
263,2016-04-27,7.42529426,7.953539,7.33986564,7.808301299999999,47267.70956229,369080.51785697
264,2016-04-28,7.80829936,7.82747534,7.19167528,7.19213383,36212.14510576,260442.59403108
265,2016-04-29,7.19213383,7.71058475,7.19034426,7.44874789,26177.75891172,194991.5265839
266,2016-04-30,7.42787615,9.320865,7.42758663,8.82328528,154514.5200619,1363325.69114843
267,2016-05-01,8.7882494,9.02724399,8.461386599999999,8.76794275,44660.01591287,391576.46281889
268,2016-05-02,8.79124245,10.23479554,8.78881427,10.05848537,164136.25102013,1650962.07909697
269,2016-05-03,10.09308125,10.11884158,9.2882436,9.36045235,90980.26954332,851616.47769213
270,2016-05-04,9.37100801,9.97462904,9.24571616,9.414097400000001,56665.38187657,533453.424159
271,2016-05-05,9.41410743,9.97314855,9.33358699,9.7603735,58796.24801965,573873.34095874
272,2016-05-06,9.765355699999999,9.92236851,9.11375856,9.34132591,75512.13853832,705383.49661125
273,2016-05-07,9.34281196,9.5052898,9.21270546,9.32529445,25296.03239215,235892.95053876
274,2016-05-08,9.32827158,9.55802554,8.93396384,9.489633999999999,50931.79304928,483324.07501363
275,2016-05-09,9.47047052,9.58853932,9.23769312,9.30511393,40720.37132653,378907.69450063
276,2016-05-10,9.30267649,9.44255415,9.27875493,9.36797708,20564.16564664,192644.63241635
277,2016-05-11,9.3882868,9.949782199999998,9.37682359,9.93309302,72821.86877341,723346.39615334
278,2016-05-12,9.94320072,10.49912678,9.85167214,10.10643089,122867.75649478,1241754.48962565
279,2016-05-13,10.07131599,11.05988187,10.0562572,10.575727800000001,102788.57121826,1087063.94974964
280,2016-05-14,10.57292645,10.6581666,9.76486506,10.20478984,71049.22857778,725042.44570711
281,2016-05-15,10.20478829,10.41480059,9.93616706,10.0072084,38242.66273851,382702.29568091
282,2016-05-16,9.97334638,11.34746238,9.97334638,11.15006783,139141.82860432,1551440.82714847
283,2016-05-17,11.15011135,12.55456139,11.10600207,12.13633993,231996.97506615,2815594.15152027
284,2016-05-18,12.15924606,14.34628966,12.15924606,13.48464892,247183.95534268,3333188.8569409
285,2016-05-19,13.51029605,14.62526797,13.28410124,14.62526797,213950.48068024,3129083.11141449
286,2016-05-20,14.66115061,14.84956077,13.47361912,13.55382624,213584.16959724,2894882.7221005
287,2016-05-21,13.55068882,13.97667854,13.081098800000001,13.96312322,112481.3771045,1570591.32899873
288,2016-05-22,13.96190727,14.33486668,13.73018841,14.22570371,88292.96765853,1256029.59745224
289,2016-05-23,14.20709286,14.41389922,13.27402987,13.49526467,119466.69171152,1612234.62401377
290,2016-05-24,13.27402987,13.79652626,11.97686869,12.74146256,226139.46175855,2881347.48568265
291,2016-05-25,12.78052313,12.910630699999999,11.82013612,12.52713862,141901.3833091,1777618.29964807
292,2016-05-26,12.51806812,12.92135293,12.10937741,12.39838407,103982.05303951,1289209.4297815
293,2016-05-27,12.39304954,12.40707196,10.57280436,11.26606628,313110.7979648,3527527.00398983
294,2016-05-28,11.270629,12.300278,10.43646534,11.8124457,258725.02710383,3056175.33294487
295,2016-05-29,11.78514905,12.73668247,11.74978528,12.38231821,175022.82391448,2167188.29929987
296,2016-05-30,12.38230281,12.74130649,12.27573923,12.64301121,78707.47404597,995099.47638354
297,2016-05-31,12.6574461,14.21436337,12.58646807,14.05994297,251143.84257703,3531068.10401554
298,2016-06-01,14.06176789,14.19818014,13.48642298,13.89428677,152130.24662167,2113741.27332254
299,2016-06-02,13.92103697,13.98847028,13.60156289,13.74846116,76501.60554947,1051779.35244256
300,2016-06-03,13.74686105,14.05670666,13.34290897,13.88123329,107312.56875355,1489630.80147475
301,2016-06-04,13.87069729,13.87069729,13.45935483,13.66709334,74936.77084723,1024167.84150626
302,2016-06-05,13.66638098,13.90783082,13.61653579,13.87416759,37402.22631628,518924.75603095
303,2016-06-06,13.85360625,14.05341437,13.72185663,13.92137757,63136.91987576,878952.90017433
304,2016-06-07,13.92126834,14.51740646,13.86451208,14.47530815,116376.31957625,1684583.08695931
305,2016-06-08,14.49727022,14.77427938,14.30403967,14.47335657,134374.05184257,1944843.5666401002
306,2016-06-09,14.40322933,14.55732258,14.37986149,14.40566041,36097.23295811,520004.47967524
307,2016-06-10,14.43906259,14.43906259,13.80352604,13.9518924,107061.20058448,1493706.35118018
308,2016-06-11,13.93838784,14.26941465,13.76903177,14.26941465,54380.78193235,775981.92638666
309,2016-06-12,14.27402561,15.70647823,14.21552096,15.65185177,259504.05256195,4061718.96491592
310,2016-06-13,15.65618732,17.71406698,15.63570696,17.56216748,403449.12719404,7085441.14103326
311,2016-06-14,17.68753673,18.96579118,16.95756648,18.69993318,550480.42602079,10293947.18305523
312,2016-06-15,18.73508771,18.73548039,17.5582334,18.3616919,191767.63967389998,3521178.3165209
313,2016-06-16,18.24950243,20.89532613,18.24950243,20.54942268,471027.27550582,9679338.58042135
314,2016-06-17,20.56945016,21.47580432,13.48120593,15.39263324,2268447.72532387,34917383.857309006
315,2016-06-18,15.38925552,15.38925552,10.2000792,11.22553847,1581797.82161662,17756532.2958252
316,2016-06-19,11.25559704,13.08878333,10.59470675,12.22394143,623226.21869106,7618280.79450722
317,2016-06-20,12.21176634,12.41513482,10.61311897,11.78548999,660507.79346938,7784407.98549711
318,2016-06-21,11.79955933,13.32737998,11.52811257,13.32737998,400445.41112171,5336888.15470882
319,2016-06-22,13.1749258,15.67801985,13.11541639,13.19510233,1308312.76118138,17263320.75908984
320,2016-06-23,13.31008417,13.73650523,12.74569434,13.64396507,418516.91647284,5710230.19090963
321,2016-06-24,13.63446638,14.46713873,13.19405236,14.2781223,392212.01479734,5600051.11404993
322,2016-06-25,14.29539123,14.64992349,14.02520618,14.30070708,150492.90817460002,2152154.9977128003
323,2016-06-26,14.29554579,14.33702783,13.62550031,13.79125194,113288.02927524,1562383.75296012
324,2016-06-27,13.79008376,14.12197766,13.71307691,14.01678245,80185.97040294,1123949.30296779
325,2016-06-28,14.058462699999998,14.06862559,11.54534152,12.14023446,536311.86218765,6510951.75134205
326,2016-06-29,12.10678717,12.98897666,11.60883802,12.58054341,264148.81147202,3323135.58837022
327,2016-06-30,12.62409425,12.69499375,12.22567329,12.44988964,130887.9575855,1629540.62704838
328,2016-07-01,12.40408595,12.49671457,11.7454546,12.17858777,163591.23211768,1992310.17883706
329,2016-07-02,12.177755300000001,12.177755300000001,11.94669921,12.08445168,61484.21045107,743002.97027619
330,2016-07-03,12.10051163,12.10051163,11.60698793,11.77341301,95065.14038016,1119241.16080021
331,2016-07-04,11.79657705,11.8677616,11.20725957,11.33955627,116682.48290381,1323127.58080686
332,2016-07-05,11.39503287,11.41520327,9.38046714,10.51932693,619817.35929756,6520061.43792956
333,2016-07-06,10.5385018,11.03584549,10.24581993,10.52347811,179929.05428799,1893479.46487344
334,2016-07-07,10.52348221,10.57137015,9.78403229,10.08093051,175198.81822801,1766167.11230127
335,2016-07-08,10.09606575,11.50297291,9.93646573,11.36040791,300421.52456111,3412911.06422609
336,2016-07-09,11.39633479,11.42897448,10.71125465,10.91491645,201320.19633985,2197393.12358196
337,2016-07-10,10.90829563,10.99207696,10.76830967,10.95709565,50090.43048821,548845.63783942
338,2016-07-11,10.95690189,11.00114155,10.20775301,10.50376986,162105.55525353,1702719.44553571
339,2016-07-12,10.51333668,10.51333668,10.51333668,10.51333668,162115.70886565,1704377.02847017
340,2016-07-13,10.53566593,10.56987255,10.43476942,10.43476942,81600.35713583,851480.91145663
341,2016-07-14,10.43582831,10.43582831,10.43582831,10.43582831,84050.88172775,877140.57112077
342,2016-07-15,11.49437401,12.476319699999998,11.48422721,11.97128259,508505.3425618,6087461.1550927
343,2016-07-16,11.9593874,11.9593874,11.9593874,11.9593874,508713.65754634,6083903.70376398
344,2016-07-17,11.707088699999998,11.707088699999998,11.03390063,11.18896725,422286.01370582,4724944.37679873
