,Date,BTC Closing Price,ETH Closing Price,XRP Closing Price,DOGE Closing Price,VET Closing Price,TUSD Closing Price,XVG Closing Price,AE Closing Price,STRAT Closing Price,LRC Closing Price,AOA Closing Price,QNT Closing Price,WAN Closing Price,ELA Closing Price,KCS Closing Price
28,2019-01-14,3699.57009646,129.49220590000002,0.33543045,0.00228669,0.004043,1.01,0.006959,0.371338,0.916257,0.041287,0.010289,2.25,0.305728,2.3,0.507212
29,2019-01-13,3536.79235732,116.7645996,0.31743597,0.00212598,0.003785,1.01,0.0064069999999999995,0.353306,0.823212,0.038527,0.009989,1.8,0.287404,2.21,0.497655
30,2019-01-12,3653.02108745,125.49268715,0.33394875,0.00226821,0.004020,1.01,0.006876,0.37901,0.8917299999999999,0.040268,0.009899,2.06,0.312001,2.24,0.509145
31,2019-01-11,3665.16647753,126.83556223,0.33543372,0.00223229,0.004006,1.01,0.007178,0.371636,0.909027,0.040863,0.009921,2.2,0.315219,2.24,0.506455
32,2019-01-10,3662.93921775,128.32913109,0.33314083,0.00228875,0.004068,1.01,0.007598000000000001,0.371537,0.915966,0.039251,0.011047,2.16,0.312048,2.29,0.510718
33,2019-01-09,4037.57681015,150.76318856,0.37172873,0.00231141,0.004770,1.01,0.007247,0.40963999999999995,1.13,0.04464,0.009890000000000001,2.39,0.370143,2.55,0.585647
34,2019-01-08,4026.21386024,150.39128846,0.36517726,0.0022828,0.004382,1.01,0.007174,0.403801,1.15,0.043762,0.009022,2.34,0.364014,2.53,0.5962430000000001
35,2019-01-07,4028.60921722,151.68337371,0.36647218,0.00228696,0.004176,1.01,0.007203,0.407981,1.12,0.047345,0.009812999999999999,2.56,0.367487,2.73,0.596493
36,2019-01-06,4081.77628047,158.37524309,0.36910833,0.00233228,0.004340,1.01,0.007415000000000001,0.416285,1.1,0.044521,0.010870999999999999,2.29,0.382784,2.74,0.6163390000000001
37,2019-01-05,3848.55075171,156.30350194,0.35562807,0.00242191,0.004074,1.01,0.006987,0.3967,1.08,0.043327,0.010772,2.32,0.363141,2.72,0.6061979999999999
38,2019-01-04,3859.72524329,155.74490445,0.36186493,0.00242349,0.004094,1.01,0.006908,0.391558,1.08,0.041609,0.010687,2.57,0.353142,2.73,0.605391
39,2019-01-03,3851.62901604,149.60998841,0.35917649,0.00248848,0.004051,1.01,0.006981,0.395935,1.11,0.041366,0.011176,2.22,0.352444,2.68,0.614
40,2019-01-02,3950.03743983,156.72615228,0.37663824,0.00251316,0.004231,1.02,0.007183,0.414944,1.16,0.042844,0.011714,2.12,0.357414,2.84,0.653204
41,2019-01-01,3862.87078827,140.94329839,0.36563336,0.00251736,0.004145,1.01,0.007053,0.400219,1.16,0.042122,0.010559,2.06,0.349993,2.79,0.64051
42,2018-12-31,3752.05575164,133.63774463,0.35651185,0.0024584,0.003972,1.01,0.006864,0.388751,1.07,0.039934,0.011683,2.17,0.336620,2.63,0.6175649999999999
43,2018-12-30,3877.26435028,140.82998756,0.37104555,0.00246119,0.004218,1.01,0.00727,0.406613,1.2,0.040687,0.011864,1.83,0.356307,2.72,0.632578
44,2018-12-29,3844.48381381,138.71933846,0.36715379,0.00249589,0.004155,1.02,0.0072310000000000004,0.408279,1.22,0.040776,0.010832,1.85,0.349641,2.74,0.624028
45,2018-12-28,3935.76228988,137.4619981,0.37788979,0.00251462,0.004379,1.01,0.007509,0.41867,1.33,0.043157,0.010556,1.81,0.369692,2.83,0.6489590000000001
